asn=0    	id=-1  	Main	copying configuration file /home/lkw/tsch-sim-history/tsch-sim/examples/mesh/config.json to output directory /home/lkw/tsch-sim-history/tsch-sim/examples/mesh/results/1100s-5704-4/config.json
asn=0    	id=-1  	Main	initializing 3600 seconds long simulation...
asn=0    	id=-1  	network	network stats has been reset
asn=0    	id=-1  	Main	creating 8 "node" nodes...
asn=0    	id=-1  	Main	generating a mesh network with 8 nodes and 5 degrees
asn=0    	id=1   	Main	Set position x=8.91 y=-33.84
asn=0    	id=2   	Main	Set position x=1.81 y=-87.23
asn=0    	id=3   	Main	Set position x=-15.02 y=-20.49
asn=0    	id=4   	Main	Set position x=4.24 y=-6.53
asn=0    	id=5   	Main	Set position x=64.94 y=-76.60
asn=0    	id=6   	Main	Set position x=-7.66 y=63.10
asn=0    	id=7   	Main	Set position x=-123.49 y=-10.03
asn=0    	id=8   	Main	Set position x=-97.10 y=32.03
asn=0    	id=-1  	Main	starting simulation main loop...
asn=0    	id=-1  	Main	add network to timeslot switcher
asn=0    	id=-1  	Main	network = [object Object]
asn=10519	id=-1  	Main	60 seconds, progress 1.67%
asn=10519	id=-1  	Main	periodic route processing for all nodes
asn=21038	id=-1  	Main	120 seconds, progress 3.33%
asn=21038	id=-1  	Main	periodic route processing for all nodes
asn=31557	id=-1  	Main	180 seconds, progress 5.00%
asn=31557	id=-1  	Main	periodic route processing for all nodes
asn=42076	id=-1  	Main	240 seconds, progress 6.67%
asn=42076	id=-1  	Main	periodic route processing for all nodes
asn=52595	id=-1  	Main	300 seconds, progress 8.33%
asn=52595	id=-1  	Main	periodic route processing for all nodes
asn=63114	id=-1  	Main	360 seconds, progress 10.00%
asn=63114	id=-1  	Main	periodic route processing for all nodes
asn=73633	id=-1  	Main	420 seconds, progress 11.67%
asn=73633	id=-1  	Main	periodic route processing for all nodes
asn=84152	id=-1  	Main	480 seconds, progress 13.33%
asn=84152	id=-1  	Main	periodic route processing for all nodes
asn=94671	id=-1  	Main	540 seconds, progress 15.00%
asn=94671	id=-1  	Main	periodic route processing for all nodes
asn=105190	id=-1  	Main	600 seconds, progress 16.67%
asn=105190	id=-1  	Main	periodic route processing for all nodes
asn=115709	id=-1  	Main	660 seconds, progress 18.33%
asn=115709	id=-1  	Main	periodic route processing for all nodes
asn=126228	id=-1  	Main	720 seconds, progress 20.00%
asn=126228	id=-1  	Main	periodic route processing for all nodes
asn=136747	id=-1  	Main	780 seconds, progress 21.67%
asn=136747	id=-1  	Main	periodic route processing for all nodes
asn=147266	id=-1  	Main	840 seconds, progress 23.33%
asn=147266	id=-1  	Main	periodic route processing for all nodes
asn=157785	id=-1  	Main	900 seconds, progress 25.00%
asn=157785	id=-1  	Main	periodic route processing for all nodes
asn=157785	id=-1  	Main	periodic neighbor processing for all nodes
asn=168303	id=-1  	Main	960 seconds, progress 26.67%
asn=168303	id=-1  	Main	periodic route processing for all nodes
asn=178822	id=-1  	Main	1020 seconds, progress 28.33%
asn=178822	id=-1  	Main	periodic route processing for all nodes
asn=189341	id=-1  	Main	1080 seconds, progress 30.00%
asn=189341	id=-1  	Main	periodic route processing for all nodes
asn=199860	id=-1  	Main	1140 seconds, progress 31.67%
asn=199860	id=-1  	Main	periodic route processing for all nodes
asn=210379	id=-1  	Main	1200 seconds, progress 33.33%
asn=210379	id=-1  	Main	periodic route processing for all nodes
asn=220898	id=-1  	Main	1260 seconds, progress 35.00%
asn=220898	id=-1  	Main	periodic route processing for all nodes
asn=231417	id=-1  	Main	1320 seconds, progress 36.67%
asn=231417	id=-1  	Main	periodic route processing for all nodes
asn=241936	id=-1  	Main	1380 seconds, progress 38.33%
asn=241936	id=-1  	Main	periodic route processing for all nodes
asn=252455	id=-1  	Main	1440 seconds, progress 40.00%
asn=252455	id=-1  	Main	periodic route processing for all nodes
asn=262974	id=-1  	Main	1500 seconds, progress 41.67%
asn=262974	id=-1  	Main	periodic route processing for all nodes
asn=273493	id=-1  	Main	1560 seconds, progress 43.33%
asn=273493	id=-1  	Main	periodic route processing for all nodes
asn=284012	id=-1  	Main	1620 seconds, progress 45.00%
asn=284012	id=-1  	Main	periodic route processing for all nodes
asn=294531	id=-1  	Main	1680 seconds, progress 46.67%
asn=294531	id=-1  	Main	periodic route processing for all nodes
asn=305050	id=-1  	Main	1740 seconds, progress 48.33%
asn=305050	id=-1  	Main	periodic route processing for all nodes
asn=315569	id=-1  	Main	1800 seconds, progress 50.00%
asn=315569	id=-1  	Main	periodic route processing for all nodes
asn=315569	id=-1  	Main	periodic neighbor processing for all nodes
asn=326087	id=-1  	Main	1860 seconds, progress 51.67%
asn=326087	id=-1  	Main	periodic route processing for all nodes
asn=336606	id=-1  	Main	1920 seconds, progress 53.33%
asn=336606	id=-1  	Main	periodic route processing for all nodes
asn=347125	id=-1  	Main	1980 seconds, progress 55.00%
asn=347125	id=-1  	Main	periodic route processing for all nodes
asn=357644	id=-1  	Main	2040 seconds, progress 56.67%
asn=357644	id=-1  	Main	periodic route processing for all nodes
asn=368163	id=-1  	Main	2100 seconds, progress 58.33%
asn=368163	id=-1  	Main	periodic route processing for all nodes
asn=378682	id=-1  	Main	2160 seconds, progress 60.00%
asn=378682	id=-1  	Main	periodic route processing for all nodes
